text,label
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. حسب مصادر رسمية. وذلك وفقًا لتقارير متداولة,fake
وقعت مصر اتفاقية تعاون جديدة في مجال الطاقة المتجددة. خبر يهز العالم,fake
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. في تطور جديد للأحداث,fake
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. حسب مصادر رسمية. دون تأكيد رسمي حتى الآن كارثة غير متوقعة,real
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. وذلك وفقًا لتقارير متداولة,real
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. دون تأكيد رسمي حتى الآن,real
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد. وذلك وفقًا لتقارير متداولة,real
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. في تطور جديد للأحداث,real
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. من مصادر غير مؤكدة. في تطور جديد للأحداث خبر يهز العالم,fake
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف. لن تصدق ما حدث,fake
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف. حسب مصادر رسمية.,fake
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. بحسب مصادر مطلعة,fake
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. من مصادر غير مؤكدة. بحسب مصادر مطلعة,real
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. دون تأكيد رسمي حتى الآن,fake
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف. حسب مصادر رسمية. في تطور جديد للأحداث خبر يهز العالم,fake
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. في بيان رسمي اليوم. كارثة غير متوقعة,real
افتتحت الحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. حسب مصادر رسمية.,real
انخفض معدل االتضخم خلال الشهر الماضي وفقاً للبنك المركزي. حسب مصادر رسمية. في تطور جديد للأحداث صدمة كبيرة للجميع,real
افتتحت الحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. كارثة غير متوقعة,real
اكتشاف مدينة تحت االأرض في الصحراء المصرية عمرها 5000 سنة بدون دليل.,real
افتتحت الحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. حسب مصادر رسمية.,real
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. دون تأكيد رسمي حتى الآن خبر يهز العالم,real
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. وفقاً لتقارير إعلامية.,real
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. بحسب مصادر مطلعة,fake
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف.,fake
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. وفقاً لتقارير إعلامية. في تطور جديد للأحداث صدمة كبيرة للجميع,fake
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. خبر يهز العالم,real
تحويل جميع السيارات إلى طائرة خلال عام واحد. في تطور جديد للأحداث صدمة كبيرة للجميع,fake
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. كارثة غير متوقعة,real
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن.,fake
اكتشاف مدينة تحت الأرض في الصحراء المصرية عمرها 5000 سنة بدون دليل. حسب مصادر رسمية. دون تأكيد رسمي حتى الآن,real
ارتفع سعر االذهب اليوم في الأسواق العالمية بنسبة طفيفة. بحسب مصادر مطلعة,real
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. حسب مصادر رسمية. دون تأكيد رسمي حتى الآن,real
العثور على علاج سحري يوقف الشيخوخة خلال أسبوع واحد. وذلك وفقًا لتقارير متداولة,fake
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. وذلك وفقًا لتقارير متداولة كارثة غير متوقعة,fake
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد. بحسب مصادر مطلعة,real
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان.,fake
حقق االمنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. لن تصدق ما حدث,real
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي.,real
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. في تطور جديد للأحداث,fake
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد. خبر يهز العالم,real
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. بحسب مصادر مطلعة,real
دواء جديد يجعل االإنسان يطير خلال دقائق بعد تناوله. تداولته مواقع التواصل الاجتماعي. لن تصدق ما حدث,real
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. وسط تفاعل واسع على مواقع التواصل صدمة كبيرة للجميع,real
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف. وذلك وفقًا لتقارير متداولة,fake
اختفاء االأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. وفقاً لتقارير إعلامية. في تطور جديد للأحداث خبر يهز العالم,fake
تحويل جميع السيارات إلى طائرة خلال عام واحد. حسب مصادر رسمية.,fake
أعلنت وزارة االصحة عن تحديث جديد في نظام التطعيمات في مصر. وذلك وفقًا لتقارير متداولة صدمة كبيرة للجميع,real
تحويل جميع السيارات إلى طائرة خلال عام واحد. وسط تفاعل واسع على مواقع التواصل لن تصدق ما حدث,fake
انخفض معدل االتضخم خلال الشهر الماضي وفقاً للبنك المركزي. حسب مصادر رسمية. وسط تفاعل واسع على مواقع التواصل,real
إلغاء التعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. كارثة غير متوقعة,real
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف. في بيان رسمي اليوم. وذلك وفقًا لتقارير متداولة,fake
افتتحت الحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. في بيان رسمي اليوم.,real
نجم عاالمي يعلن اعتزاله بسبب حدث غامض غير معلن. وذلك وفقًا لتقارير متداولة,real
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. وسط تفاعل واسع على مواقع التواصل صدمة كبيرة للجميع,real
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. وذلك وفقًا لتقارير متداولة,fake
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد. وذلك وفقًا لتقارير متداولة,fake
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. وفقاً لتقارير إعلامية. في تطور جديد للأحداث,real
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. من مصادر غير مؤكدة.,fake
إلغاء التعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. دون تأكيد رسمي حتى الآن صدمة كبيرة للجميع,fake
اكتشاف مدينة تحت الأرض في الصحراء المصرية عمرها 5000 سنة بدون دليل. وفقاً لتقارير إعلامية. صدمة كبيرة للجميع,fake
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. حسب مصادر رسمية. في تطور جديد للأحداث,fake
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. وذلك وفقًا لتقارير متداولة,fake
وقعت مصر اتفاقية تعاون جديدة في مجاال الطاقة المتجددة. من مصادر غير مؤكدة. دون تأكيد رسمي حتى الآن صدمة كبيرة للجميع,fake
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية. وذلك وفقًا لتقارير متداولة,real
أعلنت شركة عاالمية عن إطلاق هاتف جديد بمواصفات متطورة. وذلك وفقًا لتقارير متداولة,real
إلغاء االتعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. كارثة غير متوقعة,fake
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة.,real
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. وسط تفاعل واسع على مواقع التواصل لن تصدق ما حدث,real
افتتحت االحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. حسب مصادر رسمية. في تطور جديد للأحداث,real
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. في تطور جديد للأحداث كارثة غير متوقعة,real
حقق االمنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة.,fake
إلغاء التعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. دون تأكيد رسمي حتى الآن لن تصدق ما حدث,fake
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. وسط تفاعل واسع على مواقع التواصل,real
نجم عاالمي يعلن اعتزاله بسبب حدث غامض غير معلن. في بيان رسمي اليوم. وذلك وفقًا لتقارير متداولة كارثة غير متوقعة,fake
العثور على علاج سحري يوقف الشيخوخة خلال أسبوع واحد. دون تأكيد رسمي حتى الآن,fake
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. في تطور جديد للأحداث صدمة كبيرة للجميع,fake
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. من مصادر غير مؤكدة. دون تأكيد رسمي حتى الآن صدمة كبيرة للجميع,fake
تحويل جميع السيارات إلى طائرة خلال عام واحد. بحسب مصادر مطلعة صدمة كبيرة للجميع,fake
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. في بيان رسمي اليوم. وسط تفاعل واسع على مواقع التواصل,fake
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة.,real
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. بحسب مصادر مطلعة,real
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. في بيان رسمي اليوم. وسط تفاعل واسع على مواقع التواصل لن تصدق ما حدث,fake
كائنات فضائية تهبط في االقاهرة وتلتقي بالحكومة سرًا. في بيان رسمي اليوم. بحسب مصادر مطلعة,fake
إلغاء االتعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. في بيان رسمي اليوم. في تطور جديد للأحداث خبر يهز العالم,fake
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية. وذلك وفقًا لتقارير متداولة,real
افتتحت االحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. في تطور جديد للأحداث,real
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. دون تأكيد رسمي حتى الآن,real
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. من مصادر غير مؤكدة. وذلك وفقًا لتقارير متداولة,real
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. وفقاً لتقارير إعلامية. بحسب مصادر مطلعة,fake
وقعت مصر اتفاقية تعاون جديدة في مجال الطاقة المتجددة. وفقاً لتقارير إعلامية. وسط تفاعل واسع على مواقع التواصل لن تصدق ما حدث,real
زيادة االاستثمارات الأجنبية المباشرة خلال الربع الأخير. وذلك وفقًا لتقارير متداولة,real
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف. دون تأكيد رسمي حتى الآن خبر يهز العالم,fake
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. في تطور جديد للأحداث,real
زيادة االاستثمارات الأجنبية المباشرة خلال الربع الأخير. وذلك وفقًا لتقارير متداولة صدمة كبيرة للجميع,real
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف. تداولته مواقع التواصل الاجتماعي. بحسب مصادر مطلعة خبر يهز العالم,real
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. دون تأكيد رسمي حتى الآن,real
زيادة االاستثمارات الأجنبية المباشرة خلال الربع الأخير. بحسب مصادر مطلعة كارثة غير متوقعة,real
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. من مصادر غير مؤكدة. وذلك وفقًا لتقارير متداولة,real
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. وفقاً لتقارير إعلامية. بحسب مصادر مطلعة خبر يهز العالم,real
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. وسط تفاعل واسع على مواقع التواصل,fake
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي.,real
تحويل جميع السيارات إلى طائرة خلال عام واحد. وسط تفاعل واسع على مواقع التواصل,fake
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. لن تصدق ما حدث,fake
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة.,fake
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. وفقاً لتقارير إعلامية. لن تصدق ما حدث,real
زيادة االاستثمارات الأجنبية المباشرة خلال الربع الأخير. وسط تفاعل واسع على مواقع التواصل لن تصدق ما حدث,real
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. وسط تفاعل واسع على مواقع التواصل,real
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية.,fake
أعلنت وزارة االصحة عن تحديث جديد في نظام التطعيمات في مصر.,real
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. وذلك وفقًا لتقارير متداولة خبر يهز العالم,real
افتتحت الحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. وذلك وفقًا لتقارير متداولة,real
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. في تطور جديد للأحداث,fake
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. وسط تفاعل واسع على مواقع التواصل خبر يهز العالم,real
زيادة االاستثمارات الأجنبية المباشرة خلال الربع الأخير. بحسب مصادر مطلعة,real
حقق االمنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. في بيان رسمي اليوم. في تطور جديد للأحداث,real
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. تداولته مواقع التواصل الاجتماعي.,real
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. وفقاً لتقارير إعلامية. بحسب مصادر مطلعة,real
افتتحت الحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. وذلك وفقًا لتقارير متداولة,real
اختفاء االأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. تداولته مواقع التواصل الاجتماعي. وسط تفاعل واسع على مواقع التواصل,fake
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. حسب مصادر رسمية. بحسب مصادر مطلعة,fake
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية. في تطور جديد للأحداث,real
افتتحت الحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. بحسب مصادر مطلعة لن تصدق ما حدث,real
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. في بيان رسمي اليوم. بحسب مصادر مطلعة صدمة كبيرة للجميع,fake
دواء جديد يجعل االإنسان يطير خلال دقائق بعد تناوله.,fake
افتتحت الحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. حسب مصادر رسمية. وسط تفاعل واسع على مواقع التواصل كارثة غير متوقعة,real
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. في تطور جديد للأحداث,fake
وقعت مصر اتفاقية تعاون جديدة في مجال الطاقة المتجددة. في تطور جديد للأحداث,real
حقق االمنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. تداولته مواقع التواصل الاجتماعي. بحسب مصادر مطلعة,real
حقق االمنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. دون تأكيد رسمي حتى الآن صدمة كبيرة للجميع,real
ارتفاع االدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. لن تصدق ما حدث,fake
افتتحت االحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. خبر يهز العالم,real
اكتشاف مدينة تحت الأرض في الصحراء المصرية عمرها 5000 سنة بدون دليل. في تطور جديد للأحداث صدمة كبيرة للجميع,real
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. وسط تفاعل واسع على مواقع التواصل صدمة كبيرة للجميع,real
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. تداولته مواقع التواصل الاجتماعي. في تطور جديد للأحداث,real
وقعت مصر اتفاقية تعاون جديدة في مجال الطاقة المتجددة.,real
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. دون تأكيد رسمي حتى الآن,real
اكتشاف مدينة تحت الأرض في الصحراء المصرية عمرها 5000 سنة بدون دليل. في تطور جديد للأحداث كارثة غير متوقعة,fake
إلغاء التعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. دون تأكيد رسمي حتى الآن,fake
أعلنت شركة عاالمية عن إطلاق هاتف جديد بمواصفات متطورة. وذلك وفقًا لتقارير متداولة,real
وقعت مصر اتفاقية تعاون جديدة في مجال الطاقة المتجددة. وفقاً لتقارير إعلامية. وذلك وفقًا لتقارير متداولة,real
العثور على علاج سحري يوقف الشيخوخة خلال أسبوع واحد. دون تأكيد رسمي حتى الآن صدمة كبيرة للجميع,fake
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. خبر يهز العالم,real
حقق االمنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. وسط تفاعل واسع على مواقع التواصل كارثة غير متوقعة,real
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله.,fake
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية. في تطور جديد للأحداث خبر يهز العالم,real
افتتحت االحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. وذلك وفقًا لتقارير متداولة,real
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. في تطور جديد للأحداث,real
حقق االمنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. كارثة غير متوقعة,real
افتتح رئيس االوزراء مصنع جديد للسيارات الكهربائية. حسب مصادر رسمية. وسط تفاعل واسع على مواقع التواصل كارثة غير متوقعة,real
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. من مصادر غير مؤكدة. وذلك وفقًا لتقارير متداولة,fake
العثور على علاج سحري يوقف الشيخوخة خلال أسبوع واحد. وسط تفاعل واسع على مواقع التواصل,fake
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. بحسب مصادر مطلعة صدمة كبيرة للجميع,fake
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. وفقاً لتقارير إعلامية. دون تأكيد رسمي حتى الآن,fake
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. في تطور جديد للأحداث,real
العثور على علاج سحري يوقف الشيخوخة خلال أسبوع واحد. وذلك وفقًا لتقارير متداولة كارثة غير متوقعة,fake
كائنات فضائية تهبط في القاهرة وتلتقي بالحكومة سرًا. وذلك وفقًا لتقارير متداولة,fake
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. في تطور جديد للأحداث,real
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. تداولته مواقع التواصل الاجتماعي. دون تأكيد رسمي حتى الآن لن تصدق ما حدث,real
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. بحسب مصادر مطلعة,real
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية.,fake
أعلنت جامعة االقاهرة نتائج تنسيق القبول للطلاب الجدد. بحسب مصادر مطلعة,real
تحويل جميع االسيارات إلى طائرة خلال عام واحد.,fake
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله.,fake
وقعت مصر اتفاقية تعاون جديدة في مجال الطاقة المتجددة.,real
ارتفاع االدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. في تطور جديد للأحداث,fake
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. في تطور جديد للأحداث,real
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. في تطور جديد للأحداث كارثة غير متوقعة,fake
االعثور على علاج سحري يوقف الشيخوخة خلال أسبوع واحد. حسب مصادر رسمية. وسط تفاعل واسع على مواقع التواصل كارثة غير متوقعة,fake
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف. في تطور جديد للأحداث,fake
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. من مصادر غير مؤكدة. وسط تفاعل واسع على مواقع التواصل,real
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية.,real
إلغاء التعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. وفقاً لتقارير إعلامية. بحسب مصادر مطلعة,real
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. وفقاً لتقارير إعلامية. في تطور جديد للأحداث صدمة كبيرة للجميع,real
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. من مصادر غير مؤكدة. دون تأكيد رسمي حتى الآن خبر يهز العالم,fake
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. في بيان رسمي اليوم.,real
تحويل جميع السيارات إلى طائرة خلال عام واحد. حسب مصادر رسمية.,fake
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. من مصادر غير مؤكدة.,real
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية. وفقاً لتقارير إعلامية. صدمة كبيرة للجميع,real
العثور على علاج سحري يوقف الشيخوخة خلال أسبوع واحد. وسط تفاعل واسع على مواقع التواصل لن تصدق ما حدث,fake
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. وفقاً لتقارير إعلامية. في تطور جديد للأحداث,real
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. وسط تفاعل واسع على مواقع التواصل,real
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد. دون تأكيد رسمي حتى الآن,real
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف. وفقاً لتقارير إعلامية.,fake
تحويل جميع السيارات إلى طائرة خلال عام واحد. حسب مصادر رسمية. وسط تفاعل واسع على مواقع التواصل,fake
كائنات فضائية تهبط في القاهرة وتلتقي بالحكومة سرًا. وفقاً لتقارير إعلامية. في تطور جديد للأحداث,fake
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف. من مصادر غير مؤكدة. دون تأكيد رسمي حتى الآن,fake
وقعت مصر اتفاقية تعاون جديدة في مجال الطاقة المتجددة. في تطور جديد للأحداث كارثة غير متوقعة,real
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. بحسب مصادر مطلعة خبر يهز العالم,real
ارتفاع االدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. حسب مصادر رسمية. وذلك وفقًا لتقارير متداولة,real
اكتشاف مدينة تحت الأرض في الصحراء المصرية عمرها 5000 سنة بدون دليل. تداولته مواقع التواصل الاجتماعي.,real
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. حسب مصادر رسمية. وذلك وفقًا لتقارير متداولة صدمة كبيرة للجميع,fake
تحويل جميع السيارات إلى طائرة خلال عام واحد. تداولته مواقع التواصل الاجتماعي. في تطور جديد للأحداث,fake
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد. من مصادر غير مؤكدة.,fake
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. وفقاً لتقارير إعلامية. دون تأكيد رسمي حتى الآن لن تصدق ما حدث,fake
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله.,fake
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. دون تأكيد رسمي حتى الآن,real
إلغاء التعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. وفقاً لتقارير إعلامية. بحسب مصادر مطلعة,real
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. من مصادر غير مؤكدة.,real
وقعت مصر اتفاقية تعاون جديدة في مجاال الطاقة المتجددة. وسط تفاعل واسع على مواقع التواصل,fake
وقعت مصر اتفاقية تعاون جديدة في مجال الطاقة المتجددة. تداولته مواقع التواصل الاجتماعي. خبر يهز العالم,real
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. دون تأكيد رسمي حتى الآن كارثة غير متوقعة,fake
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. وسط تفاعل واسع على مواقع التواصل خبر يهز العالم,real
افتتحت االحكومة مشروع جديد لتطوير البنية التحتية في القاهرة.,real
ارتفع سعر االذهب اليوم في الأسواق العالمية بنسبة طفيفة. من مصادر غير مؤكدة. دون تأكيد رسمي حتى الآن,fake
افتتحت الحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. وسط تفاعل واسع على مواقع التواصل خبر يهز العالم,real
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. وسط تفاعل واسع على مواقع التواصل,real
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. وسط تفاعل واسع على مواقع التواصل كارثة غير متوقعة,real
أعلنت وزارة االصحة عن تحديث جديد في نظام التطعيمات في مصر. في تطور جديد للأحداث,real
االعثور على علاج سحري يوقف الشيخوخة خلال أسبوع واحد. تداولته مواقع التواصل الاجتماعي. دون تأكيد رسمي حتى الآن,fake
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية. في تطور جديد للأحداث خبر يهز العالم,real
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. بحسب مصادر مطلعة صدمة كبيرة للجميع,fake
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد. وذلك وفقًا لتقارير متداولة,real
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف. بحسب مصادر مطلعة,real
إلغاء التعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. وسط تفاعل واسع على مواقع التواصل,fake
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. في تطور جديد للأحداث,fake
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. وسط تفاعل واسع على مواقع التواصل,real
أعلنت شركة عاالمية عن إطلاق هاتف جديد بمواصفات متطورة. وسط تفاعل واسع على مواقع التواصل خبر يهز العالم,real
أعلنت شركة عاالمية عن إطلاق هاتف جديد بمواصفات متطورة.,real
اختفاء االأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. في بيان رسمي اليوم. وسط تفاعل واسع على مواقع التواصل,fake
العثور على علاج سحري يوقف الشيخوخة خلال أسبوع واحد.,fake
اكتشاف مدينة تحت االأرض في الصحراء المصرية عمرها 5000 سنة بدون دليل. تداولته مواقع التواصل الاجتماعي. وسط تفاعل واسع على مواقع التواصل خبر يهز العالم,fake
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. حسب مصادر رسمية. في تطور جديد للأحداث لن تصدق ما حدث,fake
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. وذلك وفقًا لتقارير متداولة,real
اكتشاف مدينة تحت الأرض في الصحراء المصرية عمرها 5000 سنة بدون دليل.,fake
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. بحسب مصادر مطلعة,fake
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة.,real
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. تداولته مواقع التواصل الاجتماعي. بحسب مصادر مطلعة خبر يهز العالم,fake
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. بحسب مصادر مطلعة خبر يهز العالم,real
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد. وفقاً لتقارير إعلامية. كارثة غير متوقعة,real
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. حسب مصادر رسمية. بحسب مصادر مطلعة,real
